ID,主要编码,疾病名称,std-cut
I10C77400,C77.400,腹股沟淋巴结继发恶性肿瘤,"['腹股沟', '淋巴结', '继发', '恶性肿瘤']"
I10C77401,C77.401,下肢淋巴结继发恶性肿瘤,"['下肢', '淋巴结', '继发', '恶性肿瘤']"
I10C77500,C77.500,盆腔淋巴结继发性恶性肿瘤,"['盆腔', '淋巴结', '继发性', '恶性肿瘤']"
I10C77501,C77.501,髂淋巴结继发恶性肿瘤,"['髂', '淋巴结', '继发', '恶性肿瘤']"
I10C77502,C77.502,骶骨淋巴结继发恶性肿瘤,"['骶骨', '淋巴结', '继发', '恶性肿瘤']"
I10C77503,C77.503,耻骨联合前淋巴结继发恶性肿瘤,"['耻骨', '联合', '前', '淋巴结', '继发', '恶性肿瘤']"
I10C77800,C77.800,多个部位淋巴结继发性恶性肿瘤,"['多个', '部位', '淋巴结', '继发性', '恶性肿瘤']"
I10C77900,C77.900,淋巴结继发恶性肿瘤,"['淋巴结', '继发', '恶性肿瘤']"
I10C78000,C78.000,肺继发恶性肿瘤,"['肺', '继发', '恶性肿瘤']"
I10C78001,C78.001,支气管继发恶性肿瘤,"['支气管', '继发', '恶性肿瘤']"
I10C78002,C78.002,主支气管继发恶性肿瘤,"['主', '支气管', '继发', '恶性肿瘤']"
I10C78003,C78.003,气管支气管继发恶性肿瘤,"['气管', '支气管', '继发', '恶性肿瘤']"
I10C78100,C78.100,纵隔继发恶性肿瘤,"['纵隔', '继发', '恶性肿瘤']"
I10C78200,C78.200,胸膜继发恶性肿瘤,"['胸膜', '继发', '恶性肿瘤']"
I10C78201,C78.201,恶性胸腔积液,"['恶性', '胸腔', '积液']"
I10C78300,C78.300,特指呼吸器官继发性恶性肿瘤,"['特指', '呼吸器官', '继发性', '恶性肿瘤']"
I10C78301,C78.301,鼻窦继发恶性肿瘤,"['鼻窦', '继发', '恶性肿瘤']"
I10C78302,C78.302,鼻腔继发恶性肿瘤,"['鼻腔', '继发', '恶性肿瘤']"
I10C78303,C78.303,中耳继发恶性肿瘤,"['中耳', '继发', '恶性肿瘤']"
I10C78304,C78.304,气管继发恶性肿瘤,"['气管', '继发', '恶性肿瘤']"
I10C78305,C78.305,喉继发恶性肿瘤,"['喉', '继发', '恶性肿瘤']"
I10C78400,C78.400,小肠继发恶性肿瘤,"['小肠', '继发', '恶性肿瘤']"
I10C78401,C78.401,十二指肠继发恶性肿瘤,"['十二指肠', '继发', '恶性肿瘤']"
I10C78402,C78.402,空肠继发恶性肿瘤,"['空肠', '继发', '恶性肿瘤']"
I10C78403,C78.403,回肠继发恶性肿瘤,"['回肠', '继发', '恶性肿瘤']"
I10C78500,C78.500,大肠继发恶性肿瘤,"['大肠', '继发', '恶性肿瘤']"
I10C78501,C78.501,直肠继发恶性肿瘤,"['直肠', '继发', '恶性肿瘤']"
I10C78502,C78.502,盲肠继发恶性肿瘤,"['盲肠', '继发', '恶性肿瘤']"
I10C78503,C78.503,阑尾继发恶性肿瘤,"['阑尾', '继发', '恶性肿瘤']"
I10C78504,C78.504,结肠继发恶性肿瘤,"['结肠', '继发', '恶性肿瘤']"
I10C78505,C78.505,肛管继发恶性肿瘤,"['肛管', '继发', '恶性肿瘤']"
I10C78600,C78.600,腹膜继发恶性肿瘤,"['腹膜', '继发', '恶性肿瘤']"
I10C78601,C78.601,腹膜后继发恶性肿瘤,"['腹膜', '后', '继发', '恶性肿瘤']"
I10C78602,C78.602,大网膜继发恶性肿瘤,"['大', '网膜', '继发', '恶性肿瘤']"
I10C78603,C78.603,肠系膜继发恶性肿瘤,"['肠系膜', '继发', '恶性肿瘤']"
I10C78604,C78.604,恶性腹水,"['恶性', '腹水']"
I10C78605,C78.605,道格拉斯陷凹继发恶性肿瘤,"['道格拉斯', '陷凹', '继发', '恶性肿瘤']"
I10C78700,C78.700,肝继发恶性肿瘤,"['肝', '继发', '恶性肿瘤']"
I10C78800,C78.800,特指消化器官继发性恶性肿瘤,"['特指', '消化器官', '继发性', '恶性肿瘤']"
I10C78801,C78.801,食管继发恶性肿瘤,"['食管', '继发', '恶性肿瘤']"
I10C78802,C78.802,胃继发恶性肿瘤,"['胃', '继发', '恶性肿瘤']"
I10C78803,C78.803,贲门继发恶性肿瘤,"['贲门', '继发', '恶性肿瘤']"
I10C78804,C78.804,壶腹继发恶性肿瘤,"['壶', '腹', '继发', '恶性肿瘤']"
I10C78805,C78.805,脾继发恶性肿瘤,"['脾', '继发', '恶性肿瘤']"
I10C78806,C78.806,胰腺继发恶性肿瘤,"['胰腺', '继发', '恶性肿瘤']"
I10C78807,C78.807,胆囊继发恶性肿瘤,"['胆囊', '继发', '恶性肿瘤']"
I10C78808,C78.808,胆管继发恶性肿瘤,"['胆管', '继发', '恶性肿瘤']"
I10C79000,C79.000,肾继发恶性肿瘤,"['肾', '继发', '恶性肿瘤']"
I10C79001,C79.001,肾盂继发恶性肿瘤,"['肾盂', '继发', '恶性肿瘤']"
I10C79100,C79.100,泌尿器官继发恶性肿瘤,"['泌尿器官', '继发', '恶性肿瘤']"
I10C79101,C79.101,膀胱继发恶性肿瘤,"['膀胱', '继发', '恶性肿瘤']"
I10C79102,C79.102,输尿管继发恶性肿瘤,"['输尿管', '继发', '恶性肿瘤']"
I10C79103,C79.103,尿道继发恶性肿瘤,"['尿道', '继发', '恶性肿瘤']"
I10C79200,C79.200,皮肤继发恶性肿瘤,"['皮肤', '继发', '恶性肿瘤']"
I10C79201,C79.201,头部皮肤继发恶性肿瘤,"['头部', '皮肤', '继发', '恶性肿瘤']"
I10C79202,C79.202,面部皮肤继发恶性肿瘤,"['面部皮肤', '继发', '恶性肿瘤']"
I10C79203,C79.203,颈部皮肤继发恶性肿瘤,"['颈部', '皮肤', '继发', '恶性肿瘤']"
I10C79204,C79.204,躯干皮肤继发恶性肿瘤,"['躯干', '皮肤', '继发', '恶性肿瘤']"
I10C79205,C79.205,四肢皮肤继发恶性肿瘤,"['四肢', '皮肤', '继发', '恶性肿瘤']"
I10C79300,C79.300,脑继发恶性肿瘤,"['脑', '继发', '恶性肿瘤']"
I10C79301,C79.301,脑膜继发恶性肿瘤,"['脑膜', '继发', '恶性肿瘤']"
I10C79302,C79.302,大脑继发恶性肿瘤,"['大脑', '继发', '恶性肿瘤']"
I10C79303,C79.303,额叶继发恶性肿瘤,"['额叶', '继发', '恶性肿瘤']"
I10C79304,C79.304,顶叶继发恶性肿瘤,"['顶叶', '继发', '恶性肿瘤']"
I10C79305,C79.305,枕叶继发恶性肿瘤,"['枕叶', '继发', '恶性肿瘤']"
I10C79306,C79.306,颞叶继发恶性肿瘤,"['颞叶', '继发', '恶性肿瘤']"
I10C79307,C79.307,脑岛继发恶性肿瘤,"['脑岛', '继发', '恶性肿瘤']"
I10C79308,C79.308,海马回继发恶性肿瘤,"['海马', '回', '继发', '恶性肿瘤']"
I10C79309,C79.309,小脑继发恶性肿瘤,"['小脑', '继发', '恶性肿瘤']"
I10C79310,C79.310,脑干继发恶性肿瘤,"['脑干', '继发', '恶性肿瘤']"
I10C79311,C79.311,丘脑继发恶性肿瘤,"['丘脑', '继发', '恶性肿瘤']"
I10C79400,C79.400,特指部位神经继发性恶性肿瘤,"['特指', '部位', '神经', '继发性', '恶性肿瘤']"
I10C79401,C79.401,中枢神经系统继发恶性肿瘤,"['中枢神经', '系统', '继发', '恶性肿瘤']"
I10C79402,C79.402,颅神经继发恶性肿瘤,"['颅', '神经', '继发', '恶性肿瘤']"
I10C79403,C79.403,脊髓继发恶性肿瘤,"['脊髓', '继发', '恶性肿瘤']"
I10C79404,C79.404,脊膜继发恶性肿瘤,"['脊膜', '继发', '恶性肿瘤']"
I10C79405,C79.405,眼继发恶性肿瘤,"['眼', '继发', '恶性肿瘤']"
I10C79406,C79.406,眶内继发恶性肿瘤,"['眶', '内', '继发', '恶性肿瘤']"
I10C79407,C79.407,眼球继发恶性肿瘤,"['眼球', '继发', '恶性肿瘤']"
I10C79408,C79.408,眼外肌继发恶性肿瘤,"['眼外', '肌', '继发', '恶性肿瘤']"
I10C79409,C79.409,脉络膜继发恶性肿瘤,"['脉络膜', '继发', '恶性肿瘤']"
I10C79500,C79.500,骨继发恶性肿瘤,"['骨', '继发', '恶性肿瘤']"
I10C79501,C79.501,骨髓继发恶性肿瘤,"['骨髓', '继发', '恶性肿瘤']"
I10C79502,C79.502,颅骨继发恶性肿瘤,"['颅骨', '继发', '恶性肿瘤']"
I10C79503,C79.503,面骨继发恶性肿瘤,"['面骨', '继发', '恶性肿瘤']"
I10C79504,C79.504,颌骨继发恶性肿瘤,"['颌骨', '继发', '恶性肿瘤']"
I10C79505,C79.505,下颌骨继发恶性肿瘤,"['下颌骨', '继发', '恶性肿瘤']"
I10C79506,C79.506,躯干骨继发恶性肿瘤,"['躯干', '骨', '继发', '恶性肿瘤']"
I10C79507,C79.507,上肢骨继发恶性肿瘤,"['上肢骨', '继发', '恶性肿瘤']"
I10C79508,C79.508,下肢骨继发恶性肿瘤,"['下肢骨', '继发', '恶性肿瘤']"
I10C79509,C79.509,脊柱继发恶性肿瘤,"['脊柱', '继发', '恶性肿瘤']"
I10C79600,C79.600,卵巢继发恶性肿瘤,"['卵巢', '继发', '恶性肿瘤']"
I10C79700,C79.700,肾上腺继发恶性肿瘤,"['肾上腺', '继发', '恶性肿瘤']"
I10C79800,C79.800,特指部位继发性恶性肿瘤,"['特指', '部位', '继发性', '恶性肿瘤']"
I10C79801,C79.801,口腔继发恶性肿瘤,"['口腔', '继发', '恶性肿瘤']"
I10C79802,C79.802,舌继发恶性肿瘤,"['舌', '继发', '恶性肿瘤']"
I10C79803,C79.803,咽继发恶性肿瘤,"['咽', '继发', '恶性肿瘤']"
I10C79804,C79.804,扁桃体继发恶性肿瘤,"['扁桃体', '继发', '恶性肿瘤']"
I10C79805,C79.805,甲状腺继发恶性肿瘤,"['甲状腺', '继发', '恶性肿瘤']"
I10C79806,C79.806,乳腺继发恶性肿瘤,"['乳腺', '继发', '恶性肿瘤']"
I10C79807,C79.807,胸腔继发恶性肿瘤,"['胸腔', '继发', '恶性肿瘤']"
I10C79808,C79.808,心脏继发恶性肿瘤,"['心脏', '继发', '恶性肿瘤']"
I10C79809,C79.809,腹腔继发恶性肿瘤,"['腹腔', '继发', '恶性肿瘤']"
I10C79810,C79.810,膈继发恶性肿瘤,"['膈', '继发', '恶性肿瘤']"
I10C79811,C79.811,盆腔继发恶性肿瘤,"['盆腔', '继发', '恶性肿瘤']"
I10C79812,C79.812,子宫继发恶性肿瘤,"['子宫', '继发', '恶性肿瘤']"
I10C79813,C79.813,附件继发恶性肿瘤,"['附件', '继发', '恶性肿瘤']"
I10C79814,C79.814,阴道继发恶性肿瘤,"['阴道', '继发', '恶性肿瘤']"
I10C79815,C79.815,输精管继发恶性肿瘤,"['输精管', '继发', '恶性肿瘤']"
I10C79816,C79.816,精囊继发恶性肿瘤,"['精囊', '继发', '恶性肿瘤']"
I10C79817,C79.817,睾丸继发恶性肿瘤,"['睾丸', '继发', '恶性肿瘤']"
I10C79818,C79.818,前列腺继发恶性肿瘤,"['前列腺', '继发', '恶性肿瘤']"
I10C79819,C79.819,阴囊继发恶性肿瘤,"['阴囊', '继发', '恶性肿瘤']"
I10C79820,C79.820,阴茎继发恶性肿瘤,"['阴茎', '继发', '恶性肿瘤']"
I10C79821,C79.821,会阴继发恶性肿瘤,"['会阴', '继发', '恶性肿瘤']"
I10C79822,C79.822,外阴继发恶性肿瘤,"['外阴', '继发', '恶性肿瘤']"
I10C79823,C79.823,前庭大腺继发恶性肿瘤,"['前庭', '大腺', '继发', '恶性肿瘤']"
I10C79824,C79.824,直肠阴道隔继发恶性肿瘤,"['直肠', '阴道', '隔', '继发', '恶性肿瘤']"
I10C79825,C79.825,垂体继发恶性肿瘤,"['垂体', '继发', '恶性肿瘤']"
I10C79826,C79.826,淋巴管继发恶性肿瘤,"['淋巴管', '继发', '恶性肿瘤']"
I10C79827,C79.827,结缔组织继发恶性肿瘤,"['结缔组织', '继发', '恶性肿瘤']"
I10C79828,C79.828,神经节继发恶性肿瘤,"['神经节', '继发', '恶性肿瘤']"
I10C79829,C79.829,骶尾部继发恶性肿瘤,"['骶', '尾部', '继发', '恶性肿瘤']"
I10C79830,C79.830,颌下腺继发恶性肿瘤,"['颌下腺', '继发', '恶性肿瘤']"
I10C79831,C79.831,腮腺继发恶性肿瘤,"['腮腺', '继发', '恶性肿瘤']"
I10C79832,C79.832,拉特克囊继发恶性肿瘤,"['拉', '特克', '囊', '继发', '恶性肿瘤']"
I10C79833,C79.833,纳博特腺继发恶性肿瘤,"['纳博特腺', '继发', '恶性肿瘤']"
I10C79834,C79.834,颈部继发性恶性肿瘤,"['颈部', '继发性', '恶性肿瘤']"
I10C80X00,C80.X00,部位不明确恶性肿瘤,"['部位', '不', '明确', '恶性肿瘤']"
I10C80X01,C80.X01,恶性恶病质,"['恶性', '恶病质']"
I10C80X02,C80.X02+,恶性肿瘤性周围神经病,"['恶性肿瘤', '周围', '神经病']"
I10C80X03,C80.X03,全身性广泛继发恶性肿瘤,"['全身性', '广泛', '继发', '恶性肿瘤']"
I10C81000,C81.000,淋巴细胞为主型霍奇金病,"['淋巴细胞', '为主', '型', '霍奇金']"
I10C81001,C81.001,霍奇金淋巴瘤，富淋巴细胞性,"['霍奇金', '淋巴瘤', '富', '淋巴细胞']"
I10C81002,C81.002,弥漫性淋巴细胞为主型淋巴瘤,"['弥漫性', '淋巴细胞', '为主', '型', '淋巴瘤']"
I10C81003,C81.003,结节性淋巴细胞为主型淋巴瘤,"['结节性', '淋巴细胞', '为主', '型', '淋巴瘤']"
I10C81100,C81.100,结节硬化型霍奇金淋巴瘤,"['结节', '硬化', '型', '霍奇金', '淋巴瘤']"
I10C81101,C81.101,结节性硬化型富细胞相淋巴瘤,"['结节性', '硬化', '型富', '细胞', '相', '淋巴瘤']"
I10C81102,C81.102,结节硬化淋巴细胞为主型淋巴瘤,"['结节', '硬化', '淋巴细胞', '为主', '型', '淋巴瘤']"
I10C81103,C81.103,结节硬化混合细胞淋巴瘤,"['结节', '硬化', '混合', '细胞', '淋巴瘤']"
I10C81104,C81.104,结节硬化淋巴细胞减少型淋巴瘤,"['结节', '硬化', '淋巴细胞', '减少', '型', '淋巴瘤']"
I10C81200,C81.200,混合细胞型霍奇金病,"['混合', '细胞', '型', '霍奇金']"
I10C81300,C81.300,淋巴细胞减少型霍奇金病,"['淋巴细胞', '减少', '型', '霍奇金']"
I10C81301,C81.301,弥漫性纤维变性淋巴细胞减少型淋巴瘤,"['弥漫性', '纤维', '变性', '淋巴细胞', '减少', '型', '淋巴瘤']"
I10C81302,C81.302,网状淋巴细胞减少型淋巴瘤,"['网状', '淋巴细胞', '减少', '型', '淋巴瘤']"
I10C81700,C81.700,特指类型霍奇金病,"['特指', '类型', '霍奇金']"
I10C81701,C81.701,霍奇金副肉芽肿,"['霍奇金', '副', '肉芽肿']"
I10C81702,C81.702,霍奇金肉芽肿,"['霍奇金', '肉芽肿']"
I10C81703,C81.703,霍奇金肉瘤,"['霍奇金', '肉瘤']"
I10C81900,C81.900,霍奇金病,['霍奇金']
I10C82000,C82.000,小分裂细胞滤泡性非霍奇金淋巴瘤,"['小', '分裂细胞', '滤泡', '性非', '霍奇金', '淋巴瘤']"
I10C82100,C82.100,小分裂细胞和大细胞混合型滤泡性非霍奇金淋巴瘤,"['小', '分裂细胞', '大', '细胞', '混合型', '滤泡', '性非', '霍奇金', '淋巴瘤']"
I10C82101,C82.101,小核裂和大细胞滤泡性混合细胞型淋巴瘤,"['小核裂', '大', '细胞', '滤泡', '混合', '型', '淋巴瘤']"
I10C82200,C82.200,大细胞滤泡性非霍奇金淋巴瘤,"['大', '细胞', '滤泡', '性非', '霍奇金', '淋巴瘤']"
I10C82700,C82.700,特指类型滤泡性非霍奇金淋巴瘤,"['特指', '类型', '滤泡', '性非', '霍奇金', '淋巴瘤']"
I10C82701,C82.701,结节性淋巴细胞性高分化淋巴瘤,"['结节性', '淋巴细胞', '性高', '分化', '淋巴瘤']"
I10C82702,C82.702,结节性淋巴细胞性中分化淋巴瘤,"['结节性', '淋巴细胞', '性中', '分化', '淋巴瘤']"
I10C82703,C82.703,结节性淋巴细胞性低分化淋巴瘤,"['结节性', '淋巴细胞', '性低', '分化', '淋巴瘤']"
I10C82704,C82.704,滤泡性中心母细胞性淋巴瘤,"['滤泡', '中心', '母细胞', '淋巴瘤']"
I10C82900,C82.900,滤泡性非霍奇金淋巴瘤,"['滤泡', '性非', '霍奇金', '淋巴瘤']"
I10C83000,C83.000,小细胞(弥漫性)非霍奇金淋巴瘤,"['小', '细胞', '弥漫性', '非', '霍奇金', '淋巴瘤']"
I10C83001,C83.001,小淋巴细胞性淋巴瘤,"['小', '淋巴细胞', '淋巴瘤']"
I10C83002,C83.002,弥漫性小细胞无核裂淋巴瘤,"['弥漫性', '小', '细胞', '无核', '裂', '淋巴瘤']"
I10C83100,C83.100,小分裂细胞(弥漫性)非霍奇金淋巴瘤,"['小', '分裂细胞', '弥漫性', '非', '霍奇金', '淋巴瘤']"
I10C83200,C83.200,小细胞和大细胞混合型(弥漫性)非霍奇金淋巴瘤,"['小', '细胞', '大', '混合型', '弥漫性', '非', '霍奇金', '淋巴瘤']"
I10C83300,C83.300,大细胞(弥漫性)非霍奇金淋巴瘤,"['大', '细胞', '弥漫性', '非', '霍奇金', '淋巴瘤']"
I10C83301,C83.301,弥漫性大细胞淋巴瘤,"['弥漫性', '大', '细胞', '淋巴瘤']"
I10C83302,C83.302,网状细胞肉瘤,"['网状', '细胞', '肉瘤']"
I10C83304,C83.304,弥漫性大细胞核裂淋巴瘤,"['弥漫性', '大', '细胞核', '裂', '淋巴瘤']"
I10C83400,C83.400,免疫母细胞(弥漫性)非霍奇金淋巴瘤,"['免疫', '母细胞', '弥漫性', '非', '霍奇金', '淋巴瘤']"
I10C83500,C83.500,原淋巴细胞(弥漫性)非霍奇金淋巴瘤,"['原', '淋巴细胞', '弥漫性', '非', '霍奇金', '淋巴瘤']"
I10C83600,C83.600,未分化(弥漫性)非霍奇金淋巴瘤,"['未', '分化', '弥漫性', '非', '霍奇金', '淋巴瘤']"
I10C83700,C83.700,伯基特瘤,"['伯', '基特', '瘤']"
I10C83800,C83.800,特指类型弥漫性非霍奇金淋巴瘤,"['特指', '类型', '弥漫性', '非', '霍奇金', '淋巴瘤']"
I10C83801,C83.801,淋巴浆细胞型淋巴瘤,"['淋巴', '浆细胞', '型', '淋巴瘤']"
I10C83802,C83.802,外套细胞性淋巴瘤,"['外套', '细胞', '淋巴瘤']"
I10C83803,C83.803,中心细胞性淋巴瘤,"['中心', '细胞', '淋巴瘤']"
I10C83804,C83.804,恶性淋巴瘤性息肉病,"['恶性', '淋巴瘤', '息肉']"
I10C83805,C83.805,原发渗出性淋巴瘤,"['原发', '渗出性', '淋巴瘤']"
I10C83806,C83.806,纵隔大B细胞淋巴瘤,"['纵隔', '大', 'B', '细胞', '淋巴瘤']"
I10C83809,C83.809,弥漫性中心母细胞性淋巴瘤,"['弥漫性', '中心', '母细胞', '淋巴瘤']"
I10C83811,C83.811,弥漫性淋巴细胞性中分化淋巴瘤,"['弥漫性', '淋巴细胞', '性中', '分化', '淋巴瘤']"
I10C83900,C83.900,弥漫性非霍奇金淋巴瘤,"['弥漫性', '非', '霍奇金', '淋巴瘤']"
I10C83901,C83.901,复合性霍奇金和非霍奇金淋巴瘤,"['复合性', '霍奇金', '非', '淋巴瘤']"
I10C84000,C84.000,蕈样肉芽肿,"['蕈', '样', '肉芽肿']"
I10C84001,C84.001,蕈样真菌病,"['蕈', '样', '真菌病']"
I10C84100,C84.100,塞扎里病,['塞扎里']
I10C84200,C84.200,T区淋巴瘤,"['T', '区', '淋巴瘤']"
I10C84300,C84.300,淋巴上皮样淋巴瘤,"['淋巴', '上皮', '样', '淋巴瘤']"
I10C84301,C84.301,伦纳特淋巴瘤,"['伦纳', '特', '淋巴瘤']"
I10C84400,C84.400,外周T细胞淋巴瘤,"['外周', 'T', '细胞', '淋巴瘤']"
I10C84401,C84.401,血管免疫母细胞性淋巴结病伴血内蛋白异常,"['血管', '免疫', '母细胞', '淋巴结', '病伴', '血内', '蛋白', '异常']"
I10C84402,C84.402,外周T细胞淋巴瘤， 多形性小细胞,"['外周', 'T', '细胞', '淋巴瘤', '多形性', '小']"
I10C84403,C84.403,外周T细胞淋巴瘤， 多形性中等细胞和大细胞,"['外周', 'T', '细胞', '淋巴瘤', '多形性', '中等', '大']"
I10C84404,C84.404,血管免疫母细胞性T细胞淋巴瘤,"['血管', '免疫', '母细胞', 'T', '细胞', '淋巴瘤']"
I10C84500,C84.500,特指T细胞淋巴瘤,"['特指', 'T', '细胞', '淋巴瘤']"
I10C84501,C84.501,皮下脂膜炎样T细胞淋巴瘤,"['皮下', '脂', '膜炎', '样', 'T', '细胞', '淋巴瘤']"
I10C84502,C84.502,皮肤淋巴瘤,"['皮肤', '淋巴瘤']"
I10C84503,C84.503,肉芽肿性皮肤松弛症,"['肉芽肿', '皮肤', '松弛']"
I10C84504,C84.504,皮肤T细胞淋巴瘤,"['皮肤', 'T', '细胞', '淋巴瘤']"
I10C85000,C85.000,淋巴肉瘤,"['淋巴', '肉瘤']"
I10C85001,C85.001,额叶淋巴肉瘤,"['额叶', '淋巴', '肉瘤']"
I10C85002,C85.002,鼻淋巴肉瘤,"['鼻', '淋巴', '肉瘤']"
I10C85003,C85.003,颌淋巴肉瘤,"['颌', '淋巴', '肉瘤']"
I10C85004,C85.004,喉淋巴肉瘤,"['喉', '淋巴', '肉瘤']"
I10C85005,C85.005,咽淋巴肉瘤,"['咽', '淋巴', '肉瘤']"
I10C85006,C85.006,腮腺淋巴肉瘤,"['腮腺', '淋巴', '肉瘤']"
I10C85007,C85.007,纵隔淋巴肉瘤,"['纵隔', '淋巴', '肉瘤']"
I10C85008,C85.008,胃淋巴肉瘤,"['胃', '淋巴', '肉瘤']"
I10C85009,C85.009,十二指肠淋巴肉瘤,"['十二指肠', '淋巴', '肉瘤']"
I10C85010,C85.010,脾淋巴肉瘤,"['脾', '淋巴', '肉瘤']"
I10C85011,C85.011,肠淋巴肉瘤,"['肠', '淋巴', '肉瘤']"
I10C85012,C85.012,肠系膜淋巴肉瘤,"['肠系膜', '淋巴', '肉瘤']"
I10C85013,C85.013,盲肠淋巴肉瘤,"['盲肠', '淋巴', '肉瘤']"
I10C85014,C85.014,腹腔淋巴肉瘤,"['腹腔', '淋巴', '肉瘤']"
I10C85015,C85.015,睾丸淋巴肉瘤,"['睾丸', '淋巴', '肉瘤']"
I10C85016,C85.016,结节性淋巴肉瘤,"['结节性', '淋巴', '肉瘤']"
I10C85017,C85.017,颈淋巴肉瘤,"['颈淋巴', '肉瘤']"
I10C85100,C85.100,B细胞淋巴瘤,"['B', '细胞', '淋巴瘤']"
I10C85101,C85.101,弥漫大B细胞淋巴瘤,"['弥漫', '大', 'B', '细胞', '淋巴瘤']"
I10C85700,C85.700,特指类型非霍奇金淋巴瘤,"['特指', '类型', '非', '霍奇金', '淋巴瘤']"
I10C85701,C85.701,单核细胞样B细胞淋巴瘤,"['单核细胞', '样', 'B', '细胞', '淋巴瘤']"
I10C85702,C85.702,血管内皮瘤病,"['血管', '内皮', '瘤']"
I10C85703,C85.703,恶性网状细胞增多症,"['恶性', '网状', '细胞', '增多']"
I10C85704,C85.704,血管中心性T细胞淋巴瘤,"['血管', '中心', 'T', '细胞', '淋巴瘤']"
I10C85705,C85.705,大细胞(ki-1＋)淋巴瘤,"['大', '细胞', 'ki', '1', '＋', '淋巴瘤']"
I10C85706,C85.706,小神经胶质细胞瘤,"['小', '神经', '胶质', '细胞', '瘤']"
I10C85900,C85.900,非霍奇金淋巴瘤,"['非', '霍奇金', '淋巴瘤']"
I10C85901,C85.901,脑恶性淋巴瘤,"['脑', '恶性', '淋巴瘤']"
I10C85902,C85.902,硬膜外恶性淋巴瘤,"['硬膜外', '恶性', '淋巴瘤']"
I10C85903,C85.903,眼眶恶性淋巴瘤,"['眼眶', '恶性', '淋巴瘤']"
I10C85904,C85.904,鼻窦恶性淋巴瘤,"['鼻窦', '恶性', '淋巴瘤']"
I10C85905,C85.905,鼻腔恶性淋巴瘤,"['鼻腔', '恶性', '淋巴瘤']"
I10C85906,C85.906,面部恶性淋巴瘤,"['面部', '恶性', '淋巴瘤']"
I10C85907,C85.907,舌恶性淋巴瘤,"['舌', '恶性', '淋巴瘤']"
I10C85908,C85.908,扁桃体恶性淋巴瘤,"['扁桃体', '恶性', '淋巴瘤']"
I10C85909,C85.909,腮腺恶性淋巴瘤,"['腮腺', '恶性', '淋巴瘤']"
I10C85910,C85.910,肺恶性淋巴瘤,"['肺', '恶性', '淋巴瘤']"
I10C85911,C85.911,纵膈恶性淋巴瘤,"['纵膈', '恶性', '淋巴瘤']"
